video,label,label_name,feature_file,status
V_280.mp4,1,Violence,V_280.npy,extracted
V_10.mp4,1,Violence,V_10.npy,cached
V_132.mp4,1,Violence,V_132.npy,extracted
V_36.mp4,1,Violence,V_36.npy,extracted
V_542.mp4,1,Violence,V_542.npy,extracted
V_320.mp4,1,Violence,V_320.npy,extracted
V_554.mp4,1,Violence,V_554.npy,extracted
V_905.mp4,1,Violence,V_905.npy,extracted
V_740.mp4,1,Violence,V_740.npy,extracted
V_900.mp4,1,Violence,V_900.npy,extracted
V_167.mp4,1,Violence,V_167.npy,extracted
V_919.mp4,1,Violence,V_919.npy,extracted
V_811.mp4,1,Violence,V_811.npy,extracted
V_556.mp4,1,Violence,V_556.npy,extracted
V_258.mp4,1,Violence,V_258.npy,extracted
V_857.mp4,1,Violence,V_857.npy,extracted
V_279.mp4,1,Violence,V_279.npy,extracted
V_788.mp4,1,Violence,V_788.npy,extracted
V_917.mp4,1,Violence,V_917.npy,extracted
V_362.mp4,1,Violence,V_362.npy,extracted
V_583.mp4,1,Violence,V_583.npy,extracted
V_12.mp4,1,Violence,V_12.npy,extracted
V_723.mp4,1,Violence,V_723.npy,extracted
V_288.mp4,1,Violence,V_288.npy,extracted
V_480.mp4,1,Violence,V_480.npy,extracted
V_574.mp4,1,Violence,V_574.npy,extracted
V_129.mp4,1,Violence,V_129.npy,extracted
V_934.mp4,1,Violence,V_934.npy,extracted
V_457.mp4,1,Violence,V_457.npy,extracted
V_645.mp4,1,Violence,V_645.npy,extracted
V_367.mp4,1,Violence,V_367.npy,extracted
V_862.mp4,1,Violence,V_862.npy,extracted
NV_725.mp4,0,NonViolence,NV_725.npy,extracted
NV_959.mp4,0,NonViolence,NV_959.npy,extracted
NV_765.mp4,0,NonViolence,NV_765.npy,extracted
NV_180.mp4,0,NonViolence,NV_180.npy,extracted
NV_541.mp4,0,NonViolence,NV_541.npy,extracted
NV_406.mp4,0,NonViolence,NV_406.npy,extracted
NV_571.mp4,0,NonViolence,NV_571.npy,extracted
NV_535.mp4,0,NonViolence,NV_535.npy,extracted
NV_1.mp4,0,NonViolence,NV_1.npy,cached
NV_101.mp4,0,NonViolence,NV_101.npy,extracted
NV_300.mp4,0,NonViolence,NV_300.npy,extracted
NV_918.mp4,0,NonViolence,NV_918.npy,extracted
NV_484.mp4,0,NonViolence,NV_484.npy,extracted
NV_851.mp4,0,NonViolence,NV_851.npy,extracted
NV_579.mp4,0,NonViolence,NV_579.npy,extracted
NV_679.mp4,0,NonViolence,NV_679.npy,extracted
NV_171.mp4,0,NonViolence,NV_171.npy,extracted
NV_193.mp4,0,NonViolence,NV_193.npy,extracted
NV_217.mp4,0,NonViolence,NV_217.npy,extracted
NV_361.mp4,0,NonViolence,NV_361.npy,extracted
NV_209.mp4,0,NonViolence,NV_209.npy,extracted
NV_779.mp4,0,NonViolence,NV_779.npy,extracted
NV_39.mp4,0,NonViolence,NV_39.npy,extracted
NV_151.mp4,0,NonViolence,NV_151.npy,extracted
NV_728.mp4,0,NonViolence,NV_728.npy,extracted
NV_839.mp4,0,NonViolence,NV_839.npy,extracted
NV_326.mp4,0,NonViolence,NV_326.npy,extracted
NV_966.mp4,0,NonViolence,NV_966.npy,extracted
NV_312.mp4,0,NonViolence,NV_312.npy,extracted
NV_514.mp4,0,NonViolence,NV_514.npy,extracted
NV_436.mp4,0,NonViolence,NV_436.npy,extracted
NV_339.mp4,0,NonViolence,NV_339.npy,extracted
NV_486.mp4,0,NonViolence,NV_486.npy,extracted
NV_653.mp4,0,NonViolence,NV_653.npy,extracted
NV_89.mp4,0,NonViolence,NV_89.npy,extracted
NV_186.mp4,0,NonViolence,NV_186.npy,extracted
NV_628.mp4,0,NonViolence,NV_628.npy,extracted
NV_644.mp4,0,NonViolence,NV_644.npy,extracted
NV_539.mp4,0,NonViolence,NV_539.npy,extracted
NV_591.mp4,0,NonViolence,NV_591.npy,extracted
NV_447.mp4,0,NonViolence,NV_447.npy,extracted
NV_16.mp4,0,NonViolence,NV_16.npy,extracted
NV_488.mp4,0,NonViolence,NV_488.npy,extracted
NV_564.mp4,0,NonViolence,NV_564.npy,extracted
NV_185.mp4,0,NonViolence,NV_185.npy,extracted
NV_460.mp4,0,NonViolence,NV_460.npy,extracted
NV_178.mp4,0,NonViolence,NV_178.npy,extracted
NV_448.mp4,0,NonViolence,NV_448.npy,extracted
NV_160.mp4,0,NonViolence,NV_160.npy,extracted
NV_74.mp4,0,NonViolence,NV_74.npy,extracted
NV_253.mp4,0,NonViolence,NV_253.npy,extracted
NV_208.mp4,0,NonViolence,NV_208.npy,extracted
NV_970.mp4,0,NonViolence,NV_970.npy,extracted
NV_858.mp4,0,NonViolence,NV_858.npy,extracted
NV_592.mp4,0,NonViolence,NV_592.npy,extracted
NV_627.mp4,0,NonViolence,NV_627.npy,extracted
NV_487.mp4,0,NonViolence,NV_487.npy,extracted
NV_838.mp4,0,NonViolence,NV_838.npy,extracted
NV_442.mp4,0,NonViolence,NV_442.npy,extracted
NV_953.mp4,0,NonViolence,NV_953.npy,extracted
NV_445.mp4,0,NonViolence,NV_445.npy,extracted
NV_348.mp4,0,NonViolence,NV_348.npy,extracted
NV_932.mp4,0,NonViolence,NV_932.npy,extracted
NV_782.mp4,0,NonViolence,NV_782.npy,extracted
NV_279.mp4,0,NonViolence,NV_279.npy,extracted
NV_259.mp4,0,NonViolence,NV_259.npy,extracted
NV_492.mp4,0,NonViolence,NV_492.npy,extracted
NV_985.mp4,0,NonViolence,NV_985.npy,extracted
NV_66.mp4,0,NonViolence,NV_66.npy,extracted
NV_12.mp4,0,NonViolence,NV_12.npy,extracted
NV_848.mp4,0,NonViolence,NV_848.npy,extracted
NV_843.mp4,0,NonViolence,NV_843.npy,extracted
NV_836.mp4,0,NonViolence,NV_836.npy,extracted
NV_819.mp4,0,NonViolence,NV_819.npy,extracted
NV_221.mp4,0,NonViolence,NV_221.npy,extracted
NV_752.mp4,0,NonViolence,NV_752.npy,extracted
NV_784.mp4,0,NonViolence,NV_784.npy,extracted
NV_387.mp4,0,NonViolence,NV_387.npy,extracted
NV_482.mp4,0,NonViolence,NV_482.npy,extracted
NV_147.mp4,0,NonViolence,NV_147.npy,extracted
NV_108.mp4,0,NonViolence,NV_108.npy,extracted
NV_536.mp4,0,NonViolence,NV_536.npy,extracted
NV_378.mp4,0,NonViolence,NV_378.npy,extracted
NV_38.mp4,0,NonViolence,NV_38.npy,extracted
NV_420.mp4,0,NonViolence,NV_420.npy,extracted
NV_358.mp4,0,NonViolence,NV_358.npy,extracted
NV_682.mp4,0,NonViolence,NV_682.npy,extracted
NV_958.mp4,0,NonViolence,NV_958.npy,extracted
NV_715.mp4,0,NonViolence,NV_715.npy,extracted
NV_554.mp4,0,NonViolence,NV_554.npy,extracted
NV_112.mp4,0,NonViolence,NV_112.npy,extracted
NV_830.mp4,0,NonViolence,NV_830.npy,extracted
NV_275.mp4,0,NonViolence,NV_275.npy,extracted
NV_284.mp4,0,NonViolence,NV_284.npy,extracted
NV_837.mp4,0,NonViolence,NV_837.npy,extracted
NV_479.mp4,0,NonViolence,NV_479.npy,extracted
NV_366.mp4,0,NonViolence,NV_366.npy,extracted
NV_262.mp4,0,NonViolence,NV_262.npy,extracted
NV_631.mp4,0,NonViolence,NV_631.npy,extracted
NV_320.mp4,0,NonViolence,NV_320.npy,extracted
